AO_NUMBER,deal_time,NEXT_AOS,type,worker,no,constraints,position_con,con
150A106RW0050,8.0,226,特设,2,254,"0,0,2","0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0"
150A106RW0055,8.0,226,特设,2,255,"0,0,2","0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0"
150A106RW0060,8.0,226,特设,2,256,"0,0,2","0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0"
150A106RW0065,8.0,226,特设,2,257,"0,0,2","0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0"
150A106RW0070,8.0,314,特设,2,258,"0,0,2","0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0"
150A106RW0075,8.0,314,特设,2,259,"0,0,2","0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0"
150A107BE3040,1.0,275,特设,2,260,"0,0,2","0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A107BE3050,1.0,276,特设,2,261,"0,0,2","0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A107FA0010,2.0,"264,267",特设,2,262,"0,0,2","0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0"
150A107FA0015,2.0,"264,267",特设,2,263,"0,0,2","0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0"
150A107FA0020,2.0,"268,269,273,274,270",特设,2,264,"0,0,2","0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0"
150A107FA0030,1.0,314,特设,1,265,"0,0,1","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
150A107FA0040,3.0,"264,267",特设,1,266,"0,0,1","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
150A107FA0050,2.0,"268,269,273,274,270",特设,2,267,"0,0,2","0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0"
150A107FE2601,1.0,"271,272",特设,1,268,"0,0,1","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
150A107FE2602,1.0,"271,272",特设,1,269,"0,0,1","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
150A107FW0016,2.0,"271,272",机械,2,270,"0,2,0","0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0"
150A107FZ0010,4.0,314,机械,2,271,"0,2,0","0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0"
150A107FZ0020,2.0,314,机械,2,272,"0,2,0","0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0"
150A107LD0030.01,4.0,"271,272",机械,2,273,"0,2,0","0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0","0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0"
150A107LD0030.02,4.0,"271,272",机械,2,274,"0,2,0","0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0","0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0"
150A107PD0010,4.0,314,特设,2,275,"0,0,2","0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0"
150A107PD0020,4.0,314,特设,2,276,"0,0,2","0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0"
150A107PE2603,4.0,260,特设,2,277,"0,0,2","0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0"
150A107PE2604,4.0,261,特设,2,278,"0,0,2","0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0"
150A107PE7001,2.0,260,特设,1,279,"0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
150A107PE7002,2.0,261,特设,1,280,"0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
150A107PE7003,2.0,260,特设,1,281,"0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
150A107PE7004,2.0,261,特设,1,282,"0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
150A107PE7005,2.0,260,特设,1,283,"0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
150A107PE7006,2.0,261,特设,1,284,"0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
150A107PE7007,2.0,260,特设,1,285,"0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
150A107PE7008,2.0,261,特设,1,286,"0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
150A107PW0010,5.0,"279,281,283,285,277",特设,2,287,"0,0,2","0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0"
150A107PW0020,5.0,"280,282,284,286,278",特设,2,288,"0,0,2","0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0"
150A108GE0030,2.0,"292,295",特设,2,289,"0,0,2","0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0"
150A108GP0020,6.0,"291,296,297,293,294",结构,2,290,"2,0,0","0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0","2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0"
150A108GP0130,8.0,289,结构,2,291,"2,0,0","0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0","2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0"
150A108GS0210,4.0,314,结构,4,292,"4,0,0","0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0","4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0"
150A108GW0010,3.0,289,特设,2,293,"0,0,2","0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0"
150A108HE0030,1.0,289,特设,2,294,"0,0,2","0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0"
150A108HS0220,4.0,314,结构,4,295,"4,0,0","0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0","4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0"
150A108JK0010,4.0,289,机械,2,296,"0,2,0","0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0","0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0"
150A108JK0020,5.0,289,机械,2,297,"0,2,0","0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0","0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0"
150A109CH0030,4.0,"306,307",机械,2,298,"0,2,0","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A109FH0010,8.0,"306,307",机械,3,299,"0,3,0","0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0","0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0"
150A109ZF3001,4.0,"306,307",机械,3,300,"0,3,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3"
150A109ZF3002,4.0,"306,307",机械,4,301,"0,4,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4"
150A109ZF3003,4.0,"306,307",机械,2,302,"0,2,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2","0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2"
150A109ZF3004,4.0,"306,307",机械,3,303,"0,3,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3"
150A109ZF3204,8.0,"306,307",机械,3,304,"0,3,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3"
150A109ZF3205,8.0,"306,307",机械,4,305,"0,4,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4"
150A109ZF3206,8.0,311,机械,5,306,"0,5,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5","0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5"
150A109ZF3207,8.0,311,机械,5,307,"0,5,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5","0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5"
150A109ZF3801,8.0,"306,307",结构,6,308,"6,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6","6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6"
150A109ZF3802,4.0,"306,307",结构,4,309,"4,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4","4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4"
150A109ZF3803,4.0,"306,307",结构,4,310,"4,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4","4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4"
150A109ZP0010,7.0,314,结构,5,311,"5,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5","5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5"
150A109ZZ0010,4.0,"306,307",机械,4,312,"0,4,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4"
150A109ZZ0030,8.0,"306,307",结构,6,313,"6,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6","6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6"
150A110ZF3201,1.0,,机械,12,314,"0,12,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12","0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12"
150A201ZF3201,2.0,316,机械,12,315,"0,12,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12","0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12"
150A201ZF3202,1.0,"318,319,320,403,404,405,386,398,397,399,429,430,439,432,442",机械,12,316,"0,12,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12","0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12"
150A203BB0010.02,8.0,"334,335,336,337,338,339,340,341",结构,4,317,"4,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BB0030.01,5.0,"321,322,323,324",结构,6,318,"6,0,0","0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BB0040,5.0,"321,322,323,324",结构,4,319,"4,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BB0050,5.0,"321,322,323,324",结构,4,320,"4,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BB0080,8.0,"327,328",结构,4,321,"4,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BB0090,8.0,"327,328",结构,4,322,"4,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BB0100,8.0,"327,328",结构,4,323,"4,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BB0110,8.0,"327,328",结构,4,324,"4,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BB0120,4.0,"326,317",结构,3,325,"3,0,0","0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BB0250,8.0,"334,335,336,337,338,339,340,341",结构,4,326,"4,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BD0010,4.0,"325,329,330,332,333",机械,2,327,"0,2,0","0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BD0020,4.0,"325,329,330,332,333",机械,6,328,"0,6,0","0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BS0010,4.0,"326,317",结构,3,329,"3,0,0","0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BS0030,4.0,"326,317",结构,2,330,"2,0,0","0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BS0035,8.0,459,结构,4,331,"4,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BS0050,4.0,"326,317",结构,2,332,"2,0,0","0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BS0060,4.0,"326,317",结构,3,333,"3,0,0","0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BS0070,8.0,331,结构,4,334,"4,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BS0071,8.0,331,结构,4,335,"4,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BS0072,8.0,331,结构,4,336,"4,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BS0073,8.0,331,结构,4,337,"4,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BS0080,8.0,331,结构,4,338,"4,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BS0090,2.0,331,结构,2,339,"2,0,0","0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BS0100,2.0,331,结构,2,340,"2,0,0","0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A203BS0110,2.0,331,结构,2,341,"2,0,0","0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CB0010,6.0,459,结构,2,342,"2,0,0","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CB0020,6.0,459,结构,2,343,"2,0,0","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CB0080,4.0,388,结构,4,344,"4,0,0","0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0010,4.0,"376,349,350,351,354,372,373,374,352,353,375",特设,3,345,"0,0,3","0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0020,4.0,"396,395",特设,2,346,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0030,4.0,388,特设,1,347,"0,0,1","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0040,5.0,"376,349,350,351,354,372,373,374,352,353,375",特设,3,348,"0,0,3","0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0060,2.5,390,特设,2,349,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0065,2.5,390,特设,2,350,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0070,2.5,390,特设,2,351,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0075,2.5,390,特设,2,352,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0080,2.5,390,特设,2,353,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0085,2.5,390,特设,2,354,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0090,2.0,"376,349,350,351,354,372,373,374,352,353,375",特设,2,355,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0100,2.0,"376,349,350,351,354,372,373,374,352,353,375",特设,2,356,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0110,2.0,"376,349,350,351,354,372,373,374,352,353,375",特设,2,357,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0120,2.0,"376,349,350,351,354,372,373,374,352,353,375",特设,2,358,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0140,3.0,"376,349,350,351,354,372,373,374,352,353,375",特设,2,359,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0150,2.0,"376,349,350,351,354,372,373,374,352,353,375",特设,2,360,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0160,2.0,"396,395",特设,2,361,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0170,2.0,"376,349,350,351,354,372,373,374,352,353,375",特设,2,362,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0190,3.0,"365,367,381,366,382",特设,2,363,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0200,3.0,"365,367,381,366,382",特设,2,364,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0210,2.0,"400,401,402",特设,2,365,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0220,2.0,"400,401,402",特设,2,366,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0230,2.0,"400,401,402",特设,2,367,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0271,2.0,"376,349,350,351,354,372,373,374,352,353,375",特设,2,368,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0280,2.0,"376,349,350,351,354,372,373,374,352,353,375",特设,2,369,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0310,2.0,"396,395",特设,2,370,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0330,4.0,388,特设,4,371,"0,0,4","0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0340,2.0,390,特设,2,372,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0350,2.0,390,特设,2,373,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0360,2.0,390,特设,2,374,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0370,2.0,390,特设,2,375,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0390,4.0,390,特设,2,376,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE0400.01,4.0,"396,395",特设,2,377,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE1604,3.0,"376,349,350,351,354,372,373,374,352,353,375",特设,2,378,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE2850,4.0,"396,395",特设,2,379,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE3400,3.0,"365,367,381,366,382",特设,3,380,"0,0,3","0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE3476,2.0,"400,401,402",特设,2,381,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CE3477,2.0,"400,401,402",特设,2,382,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
